영화명,장르,배우,감독,제작사,상영시간,개봉일,줄거리,url,TMDB 키워드,Gemini 키워드,국가,실관람객 평점,네티즌 평점,네이버 관심도(찜),누적 관객수,온라인 판매실적(당월),온라인 판매실적(익월),온라인 판매실적(익익월),매력도,유사작,경쟁작,예측 매력도
에이리언: 로물루스,"공포(호러), SF","케일리 스패니, 데이비드 존슨, 이사벨라 머세드",페데 알바레즈,"월트디즈니컴퍼니코리아 유한책임회사, 월트디즈니컴퍼니코리아 유한책임회사",118.0,20240814.0,"2142년, 부모 세대가 맞닥뜨렸던 암울한 미래를 피하려는 청년들이 더 나은 삶을 찾기 위해 식민지를 떠날 계획을 세운다. 하지만 버려진 우주 기지 로물루스에 도착한 이들은 악몽과도 같은 에이리언의 무자비한 공격에 쫓기기 시작한다. 그 누구도 그들의 절규를 들을 수 없는 우주 한가운데, 생존을 위한 치열한 사투를 벌여야 하는데...",https://image.tmdb.org/t/p/w500/AmWTYg3RCMv7fbQxwCqrxiaUhkc.jpg,"alien life-form, sequel, alien, space, alien contact, alien monster, alien encounter, space capsule, cryonics, alien hostility, spaceship, sci-fi horror, ambiguous","긴장감 있는,우주,생존",미국,8.691,8.24,4767,200만,46405,16356,8637,71398,"어벤져스: 인피니티 워, 탈출: 프로젝트 사일런스, 고질라 VS. 콩, 쥬라기 월드: 도미니언, 쥬라기 월드: 폴른 킹덤","사랑의 하츄핑, 바다 탐험대 옥토넛 어보브 앤 비욘드 : 바다가 위험해, 행복의 나라, 필사의 추격",73795.695
연평해전,드라마,"김무열, 진구, 이현우, 이완, 이한종, 송재호, 박정학, 이철민, 장의수, 한이진, 천지유, 이청아, 김희정, 김율호, 박찬희, 박혜준, 최순조, 최승준, 최종환, 유형균, 김강일, 한창현",김학순,"(주)로제타시네마, (주)넥스트엔터테인먼트월드(NEW), (주)넥스트엔터테인먼트월드(NEW), IBK 기업은행, IBK캐피탈, (주)콘텐츠판다, (사)한국농아인협회, 한국시각장애인연합회",130.0,20150624.0,"월드컵의 열기로 뜨거웠던 2002년 6월 해군 출신 아버지의 자랑스러운 아들이자, 참수리 357호 정장 윤영하 대위. 아내의 든든한 남편이자, 참수리 357호 조타장 한상국 하사. 어머니의 하나뿐인 아들이자, 참수리 357호 의무병 박동혁 상병. 참수리 357호 대원들은 실전을 방불케 하는 고된 훈련 속에 서로를 의지하며 가족 같은 존재가 되어간다. 무더운 여름과 함께 월드컵의 함성이 뜨거워지는 가운데, 한국과 터키의 3, 4위전 경기가 열리던 그날 서해 바다 한 가운데에 포성이 울리는데…",https://image.tmdb.org/t/p/w500/eiK75tIcn8JBi1QnqwBL0CcJtbO.jpg,"navy, world cup, korean war (1950-53), korean navy","비장한,군대,전쟁",한국,9.141,9.0,24614,604만,537,564,416,1517,"오펜하이머, 노량: 죽음의 바다, 명량, 랜드 오브 배드, 칸다하",,8953.365
열혈검사,액션,"견자단, 장지림, 오진우",견자단,"(주)디스테이션, (주)엔케이컨텐츠, 주식회사 케이티스튜디오지니",117.0,20250416.0,"마약 밀매 혐의로 기소된 청년의 사건을 맡게 된 형사 출신 검사 ‘곽자호’(견자단). 곽자호는 사건을 담당한 구백문 변호사의 부당한 변호로 청년이 억울하게 기소되었다는 사실을 알게 된다. 수사를 진행할수록 홍콩에 마약을 유통하는 거대 조직의 뒤를 구백문 변호사가 봐주고 있다는게 밝혀지고, 곽자호는 정의를 위해 목숨과 경력을 걸고 수사에 나서는데….",https://image.tmdb.org/t/p/w500/lWItoP2bXrV1yJYOqJjEVei8Zdj.jpg,"court, drug trafficking, attempted murder, based on true story, killer, wrongful conviction, political corruption, gun fight","긴장감 있는,도시,정의",중국,7.861,8.35,756,1.3만,7866,15480,4576,27922,"댓글부대, 주차금지, 야당, 타겟, 베테랑2",,34728.84
영웅,"전쟁, 액션",양가휘,서극,"(주)스튜디오디에이치엘, (주)키노라이츠, (주)스튜디오디에이치엘, (주)키노라이츠",147.0,20250725.0,"안중근과 독립군 동지들은 자작나무 숲에서 손가락을 잘라 동맹을 맺는다. 조선의 마지막 궁녀 설희는 적진 한복판에서 목숨을 걸고 정보를 빼오는 독립군 정보원이 된다. 마침내 1909년 10월, 안중근은 하얼빈 역에 도착한 이토 히로부미를 사살하고 일본 법정에서 사형 판결을 받는다. 영화는 안중근 의사가 거사를 준비하던 때부터 죽음을 맞이하던 순간까지, 마지막 1년을 그린다.",https://image.tmdb.org/t/p/w500/ty2BX4V4ZBAg2ApG2WMmVYKwB1t.jpg,"musical, based on true story, based on play or musical, japanese invasion of korea, korean resistance, 1900s, japanese occupation of korea, harbin, china","비장한,역사적,정의",중국,9.131,9.01,526,327만,1845,628,1152,3625,"행복의 나라, 명량, 노량: 죽음의 바다, 오펜하이머, 올빼미",,25645.69
오펜하이머,"스릴러, 드라마","킬리언 머피, 에밀리 블런트, 맷 데이먼, 로버트 다우니 주니어, 플로렌스 퓨, 조쉬 하트넷, 케이시 애플렉, 라미 말렉, 케네스 브래너",크리스토퍼 놀란,"유니버설픽쳐스인터내셔널 코리아(유), 유니버설픽쳐스인터내셔널 코리아(유)",180.0,20230815.0,제2차 세계대전 당시 핵무기 개발을 위해 진행되었던 비밀 프로젝트 맨해튼 프로젝트를 주도한 미국의 물리학자 로버트 오펜하이머의 이야기,https://image.tmdb.org/t/p/w500/jpD6z9fgNe7OqsHoDeAWQWoULde.jpg,"husband wife relationship, based on novel or book, atomic bomb, patriotism, new mexico, world war ii, atomic bomb test, physics, biography, based on true story, antisemitism, interrogation, guilt, historical event, nuclear weapons, communism, red scare, mccarthyism, top secret project, moral dilemma, usa politics, 1940s, 20th century, manhattan project, los alamos","비장한,역사적,전쟁",미국,8.53,7.95,15273,323만,25492,10119,13432,49043,"노량: 죽음의 바다, 명량, 존 오브 인터레스트, 행복의 나라, 영웅",보호자,76220.135
올빼미,스릴러,"준열, 유해진, 최무성, 조성하, 박명훈, 김성철, 안은진, 조윤서, 이주원, 김예은, 정석원, 이중현, 김상욱, 류성현, 김승태, 신문성, 안성봉, 문승배, 김인권, 김채원, 김도원, 양희명, 강진휘, 박희은, 김샛별, 김재현, 류석호, 손경원, 송동환, 강덕중, 안세호, 배용근, 류지훈, 조경현, 신정원, 황보정일, 윤진영, 윤준열, 정동근, 최돈학, 서인혁, 고한민, 장태민, 서문호, 이동희, 노정현, 김설, 손문영, 김태준, 안석현, 권병철, 고덕원, 이정훈, 김현정, 장윤정, 류진, 남시훈, 이태호, 김현우, 한수빈, 한여름, 설옥남, 김수민, 이정우, 전민옥, 전동현, 권병철, 황영윤, 홍의정, 이충식, 전기수, 최춘범, 이수민, 전기수","안태진 (주)씨제스스튜디오, (주)영화사 담담, (주)넥스트엔터테인먼트월드(NEW), (주)넥스트엔터테인먼트월드(NEW), (사)한국농아인협회, 한국시각장애인연합회",,118.0,20221123.0,"모녀간의 끈끈한 유대와 사랑을 다룬 동화적 감성의 수작. 사춘기 직전의 마틸드는 정신적으로 불안정한 상태의 홀어머니를 정성껏 돌보지만, 이별의 위협은 늘 가까이 있다. 현실에 뿌리를 둔 아홉 살 소녀와 엄마의 복잡하고도 감동적인 관계가 강렬한 미장센으로 전개된다.",https://image.tmdb.org/t/p/w500/mBkIQVnO4SF4Mhjtltl9cEcmedi.jpg,"skeleton, choir, little girl, madness, mother daughter relationship","서스펜스 있는,역사적,정의",한국,8.721,9.39,14089,332만,1709,2018,1088,4815,"탐정 말로, 콘클라베, 행복의 나라, 영웅, 댓글부대",,26679.43
외계+인 2부,기타,"류준열, 김태리, 김우빈, 이하늬, 염정아, 조우진, 김의성, 진선규, 신정근, 윤경호, 이시훈, 유진호, 최미금, 위지웅",최동훈,"(주)케이퍼필름, (주)씨제이이엔엠, (주)씨제이이엔엠, (사)한국농아인협회, 한국시각장애인연합회",122.0,20240110.0,"인간의 뇌 속에 갇혀 있는 외계인 포로들의 탈출을 막으려다 먼 과거에 갇혀버린 이안과 썬더는 시간을 관통하는 문을 열 수 있는 신검을 얻게 된다. 한편, 이안의 탈출을 도왔던 무륵은 자신의 몸에 이상한 존재가 있다는 것을 느끼자 혼란에 빠진다. 무륵의 몸에 숨어있는 외계인으로 의심되는 존재가 이안과 무륵을 추격하기 시작하고, 이안은 미래로 돌아가 외계인과 맞서 하바의 폭발을 막아야만 하는데.  마침내 시간의 문이 열리고 무륵, 이안, 썬더의 비밀이 드러나기 시작한다!",https://image.tmdb.org/t/p/w500/3l04H9ljNegDGG9gnKDhLExJvpz.jpg,"time warp, time travel, alien","가볍고 유쾌한,역사적,구원",한국,8.001,8.68,6969,143만,150360,71827,33013,255200,"무명, 수퍼 소닉2, 수퍼 소닉3, 쿵푸팬더4, 뽀로로 극장판 슈퍼스타 대모험",스즈메의 문단속: 다녀왔어,87661.36
용감한 시민,"액션, 드라마","신혜선, 이준영, 박정우, 박혁권, 차청화, 손숙, 이중옥, 이찬형, 김기범, 민아람, 동효희, 남정우, 장혜조, 김경룡, 김소희, 김정호, 김혜화, 김동혁, 이필라, 하경민, 이주미",박진표,"스튜디오엔(주), 볼미디어(주) , 오스카10스튜디오, (주)마인드마크, 콘텐츠웨이브(주), (사)한국농아인협회, 한국시각장애인연합회",112.0,20231025.0,"불의는 못 본 척, 성질은 없는 척, 주먹은 약한 척 먹고 살기 위해 조용히 살아 온 기간제 교사 소시민. 법도 경찰도 무서울 것 하나 없는 안하무인 절대권력 한수강의 선을 넘는 행동을 목격하게 된다. 그의 계속되는 악행을 도저히 참을 수 없었던 그녀, 정체를 숨긴 채 통쾌한 한 방을 날리기로 마음 먹는데…",https://image.tmdb.org/t/p/w500/oVJDtwC41sGx5zmWiEkhqwBlopD.jpg,"secret identity, female fighter, female teacher, anti-bullying, female superhero, based on webcomic or webtoon, south korean","희망적인,학교,정의",한국,6.871,6.67,7708,26만,60632,31267,27769,119668,"해리포터와 아즈카반의 죄수, 해리포터와 비밀의 방, 해리포터와 마법사의 돌, 주토피아, 시민덕희",톡 투 미,98717.295
원정빌라,"공포(호러), 스릴러","이현우, 문정희, 방민아",김선국,"(주)케이드래곤, (주)스마일이엔티, (주)스마일이엔티, (주)케이티알파",86.0,20241204.0,"교외에 위치한 오래된 다세대 주택 원정빌라 203호에 사는 주현은 아픈 어머니와 조카를 돌보며 은행 경비 일과 공인중개사 시험을 병행하는 청년이다. 순한 성격으로 빌라의 모든 이웃들과 스스럼없이 지내지만, 이기적이고 무례한 위층(303호) 여자 신혜와는 주차 문제부터 층간 소음까지 사사건건 부딪힌다. 어느 날, 주현은 303호 우편함에만 불법 전단지를 꽂아 넣는 소심한 복수를 하고, 이는 뜻밖에 위층 여자의 광기를 건드리는 도화선이 되어 이웃은 물론 주현의 가족까지 위험에 빠트리게 된다.",https://image.tmdb.org/t/p/w500/pr38YCSkYkGaQWddWZhGwF1SsKh.jpg,"cult, thriller","어두운,시골,가족",한국,8.251,6.01,858,1.8만,3601,955,842,5398,"헬보이: 크룩드 맨, 3일의 휴가, 패딩턴: 페루에 가다!, 릴로 & 스티치, 보통의 가족","모아나 2, 모아나, 대가족, 이처럼 사소한 것들",9272.27
웡카,"판타지, 드라마","티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스",폴 킹,"워너브러더스 코리아(주), 워너브러더스 코리아(주)",116.0,20240131.0,"마법사이자 초콜릿 메이커 윌리 웡카의 꿈은 디저트의 성지, 달콤 백화점에 자신만의 초콜릿 가게를 여는 것. 가진 것이라고는 낡은 모자 가득한 꿈과 단돈 12소베른 뿐이지만 특별한 마법의 초콜릿으로 사람들을 사로잡을 자신이 있다. 하지만 먹을 것도, 잠잘 곳도, 의지할 사람도 없는 상황 속에서 낡은 여인숙에 머물게 된 웡카는 스크러빗 부인과 블리처의 계략에 빠져 눈더미처럼 불어난 숙박비로 인해 순식간에 빚더미에 오른다. 게다가 밤마다 초콜릿을 훔쳐가는 작은 도둑 움파 룸파의 등장과 달콤 백화점을 독점한 초콜릿 카르텔의 강력한 견제까지. 세계 최고의 초콜릿 메이커가 되는 길은 험난하기만 한데…",https://image.tmdb.org/t/p/w500/lQ4cwauq2jeTkka9RvdMBTVPLMH.jpg,"chocolate, musical, prequel, nostalgic, duringcreditsstinger, cartel","희망적인,도시,성장",미국,7.981,8.22,7887,353만,12259,91442,31477,135178,"주토피아, 라따뚜이, 모아나 2, 센과 치히로의 행방불명, 모아나","시민덕희, 건국전쟁",125183.335
위시,"코미디, 액션","한도진, 문삼국, 백태훈, 문병선, 신건민, 박병규, 김주일, 민준기, 조민찬, 한성우","홍승대, 김주일",승필름,37.0,,삼촌 할아버지의 마지막 소원을 이뤄주기로 결심한 뉴욕의 마케팅 임원. 고향의 크리스마스 축제를 살리기 위해 매력적인 농부와 협업에 나선다.,https://image.tmdb.org/t/p/w500/9qBQDIED8O8ehWODVt3s304KQlt.jpg,christmas,"희망적인,판타지 세계,성장",한국,7.111,6.13,2741,140만,32790,12779,3766,49335,"라푼젤, 센과 치히로의 행방불명, 모아나 2, 모아나, 아바타: 물의 길",,25593.635
이처럼 사소한 것들,드라마,"킬리언 머피, 에밀리 왓슨",,"그린나래미디어(주), (주)스튜디오 산타클로스엔터테인먼트, 그린나래미디어(주), (주)스튜디오 산타클로스엔터테인먼트",97.0,20241211.0,"1985년 아일랜드의 소도시, 빌 펄롱은 석탄을 팔며 아내, 다섯 딸과 함께 소박하게 살아가고 있다. 크리스마스를 앞둔 어느 날, 빌 펄롱은 지역 수녀원에 석탄을 배달하러 가고 숨겨져 있던 어떤 진실을 마주하게 된다.",https://image.tmdb.org/t/p/w500/ug1ES4MZBo3bveE9T45B1bIjG5w.jpg,"small town, husband wife relationship, based on novel or book, choir, flashback, ireland, barbershop, catholicism, coal, merchant, disturbed, christmas, abuse, 1980s, grim, dreary, complicity, convent, magdalene asylum, depressing, gentle","우울한,역사적,정의",미국,7.941,8.67,1263,6만,1391,2070,975,4436,"1980, 행복의 나라, 영웅, 올빼미, 베테랑2","원정빌라, 대가족, 헬보이: 크룩드 맨",24659.505
인사이드 아웃 2,애니메이션,"에이미 포엘러, 토니 헤일",켈시 만,"월트 디즈니 픽쳐스, 픽사 애니메이션 스튜디오, 월트디즈니컴퍼니코리아 유한책임회사, 월트디즈니컴퍼니코리아 유한책임회사",96.0,20240612.0,"13살이 된 라일리의 행복을 위해 매일 바쁘게 머릿속 감정 컨트롤 본부를 운영하는 ‘기쁨’, ‘슬픔’, ‘버럭’, ‘까칠’, ‘소심’. 그러던 어느 날, 낯선 감정인 ‘불안’, ‘당황’, ‘따분’, ‘부럽’이가 본부에 등장하고, 언제나 최악의 상황을 대비하며 제멋대로인 ‘불안’이와 기존 감정들은 계속 충돌한다. 결국 새로운 감정들에 의해 본부에서 쫓겨나게 된 기존 감정들은 다시 본부로 돌아가기 위해 위험천만한 모험을 시작하는데…",https://image.tmdb.org/t/p/w500/x2BHx02jMbvpKjMvbf8XxJkYwHJ.jpg,"sadness, disgust, sequel, computer animation, teenage girl, fear, anger, envy, aftercreditsstinger, duringcreditsstinger, emotions, embarrasment, anxious, joy, anxiety, cliché","마음이 따뜻해지는,현대,정신 건강",미국,8.891,9.21,16207,879만,101932,65161,16795,183888,"톡 투 미, 대가족, 어바웃 타임, 패딩턴: 페루에 가다!, 3일의 휴가",존 오브 인터레스트,157255.565
존 오브 인터레스트,드라마,"크리스티안 프리에델, 산드라 휠러",조나단 글레이저,"TCO(주)더콘텐츠온, 찬란, (주)51k",104.0,20240605.0,아우슈비츠의 독일군 장교 루돌프 회스와 그의 아내 헤트비히는 수용소 옆에서 정원을 가꾸며 살고 있다. 재잘거리는 아이들의 웃음소리로 가득한 한 폭의 그림 같은 집에서 그들은 가족을 위한 꿈의 삶을 이루기 위해 노력하는데...,https://image.tmdb.org/t/p/w500/qqXQERsbWGrUldJjr0fDHuWjhPG.jpg,"husband wife relationship, based on novel or book, nazi, concentration camp, holocaust (shoah), world war ii, auschwitz-birkenau concentration camp, garden, biography, based on true story, nazi officer, genocide, 1940s, commandant, complicity","어두운,역사적,전쟁",미국,8.801,8.25,2277,20만,4943,2288,903,8134,"명량, 노량: 죽음의 바다, 오펜하이머, 악마와의 토크쇼, 풍재기시","설계자, 인사이드 아웃 2",16196.17
